商品id,时间,总销量,浏览量,抖音转化率,视频个数,直播个数,直播销量,视频销量,视频达人,直播达人
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-11 16:00:00,1918,0,0.0,3,85,1918,0,0,66
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-12 16:00:00,296,0,0.0,4,75,255,41,0,59
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-13 16:00:00,1695,0,0.0,1,71,1695,0,0,57
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-14 16:00:00,328,0,0.0,1,65,318,10,0,58
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-15 16:00:00,620,0,0.0,1,64,572,48,0,54
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-16 16:00:00,1019,0,0.0,1,83,1019,0,0,69
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-17 16:00:00,1615,0,0.0,4,86,1615,0,0,74
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-18 16:00:00,916,0,0.0,2,83,773,143,0,64
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-19 16:00:00,378,0,0.0,2,75,378,0,0,60
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-20 16:00:00,86,0,0.0,0,81,35,51,0,52
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-21 16:00:00,217,0,0.0,4,79,179,38,0,59
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-22 16:00:00,780,0,0.0,4,87,780,0,0,66
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-23 16:00:00,1007,0,0.0,3,90,1007,0,0,64
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-24 16:00:00,404,0,0.0,2,74,381,23,0,53
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-25 16:00:00,606,0,0.0,1,80,606,0,0,63
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-26 16:00:00,475,0,0.0,5,75,197,278,0,55
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-27 16:00:00,885,0,0.0,3,74,885,0,0,59
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-28 16:00:00,328,0,0.0,5,60,328,0,0,55
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-29 16:00:00,216,0,0.0,2,71,176,40,0,57
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-30 16:00:00,336,0,0.0,3,74,296,40,0,61
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-08-31 16:00:00,238,0,0.0,1,79,238,0,0,62
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-01 16:00:00,695,0,0.0,0,76,695,0,0,53
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-02 16:00:00,147,0,0.0,6,76,147,0,0,51
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-03 16:00:00,436,0,0.0,1,69,436,0,0,51
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-04 16:00:00,81,0,0.0,1,60,81,0,0,39
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-05 16:00:00,274,0,0.0,0,66,274,0,0,52
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-06 16:00:00,50,0,0.0,1,56,50,0,0,54
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-07 16:00:00,367,0,0.0,1,55,367,0,0,49
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-08 16:00:00,404,0,0.0,1,57,404,0,0,49
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-09 16:00:00,283,0,0.0,1,57,283,0,0,52
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-10 16:00:00,1651,0,0.0,1,52,1651,0,0,47
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-11 16:00:00,123,451,0.2727272727272727,0,44,88,35,54,38
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-12 16:00:00,191,1257,0.15194908512330946,2,39,150,41,37,37
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-13 16:00:00,523,0,0.0,2,40,523,0,0,37
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-14 16:00:00,172,0,0.0,1,57,118,54,0,50
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-15 16:00:00,213,0,0.0,2,52,185,28,0,45
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-16 16:00:00,457,1430,0.3195804195804196,1,61,457,0,29,50
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-17 16:00:00,538,0,0.0,0,60,538,0,0,48
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-18 16:00:00,248,2211,0.11216644052464947,0,54,248,0,26,42
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-19 16:00:00,105,402,0.26119402985074625,0,61,76,29,17,46
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-20 16:00:00,33,185,0.1783783783783784,0,38,1,32,11,32
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-21 16:00:00,410,2002,0.2047952047952048,0,55,410,0,22,41
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-22 16:00:00,786,2876,0.2732962447844228,0,70,786,0,30,52
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-23 16:00:00,190,1253,0.1516360734237829,0,66,174,16,20,52
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-24 16:00:00,105,412,0.25485436893203883,0,69,88,17,34,48
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-25 16:00:00,1289,3176,0.4058564231738036,0,70,1289,0,39,56
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-26 16:00:00,215,1432,0.15013966480446927,0,62,203,12,34,46
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-27 16:00:00,212,754,0.28116710875331563,1,70,212,0,34,56
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-28 16:00:00,42,619,0.06785137318255251,1,62,30,12,39,48
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-29 16:00:00,466,1200,0.3883333333333333,0,72,466,0,25,52
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-09-30 16:00:00,33,217,0.15207373271889402,0,51,3,30,20,40
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-01 16:00:00,71,339,0.20943952802359886,0,54,71,0,27,41
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-02 16:00:00,175,586,0.2986348122866894,0,54,163,12,14,40
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-03 16:00:00,282,1310,0.2152671755725191,0,60,281,1,106,42
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-04 16:00:00,1342,3267,0.4107744107744108,1,53,1342,0,97,41
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-05 16:00:00,734,2581,0.2843858969391709,0,68,734,0,117,56
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-06 16:00:00,187,1113,0.16801437556154536,1,62,173,14,105,46
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-07 16:00:00,196,1362,0.14390602055800295,0,76,192,4,127,58
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-08 16:00:00,1872,3692,0.5070422535211268,0,77,1872,0,111,59
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-09 16:00:00,907,2945,0.3079796264855688,0,87,907,0,121,64
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-10 16:00:00,47,682,0.0689149560117302,0,94,45,2,123,73
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-11 16:00:00,154,1108,0.13898916967509026,0,77,151,3,121,61
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-12 16:00:00,656,3592,0.18262806236080176,0,102,656,0,131,73
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-13 16:00:00,191,2073,0.09213699951760733,0,159,191,0,126,68
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-14 16:00:00,1435,2589,0.5542680571649286,0,79,1435,0,97,57
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-15 16:00:00,72,578,0.1245674740484429,1,69,72,0,100,55
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-16 16:00:00,151,1727,0.08743485813549508,0,60,151,0,98,52
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-17 16:00:00,177,1066,0.16604127579737335,0,74,173,4,107,61
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-18 16:00:00,118,982,0.12016293279022405,0,89,117,1,92,66
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-19 16:00:00,262,2704,0.09689349112426036,0,78,262,0,92,62
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-20 16:00:00,197,1141,0.1726555652936021,0,85,181,16,106,66
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-21 16:00:00,678,3208,0.21134663341645885,0,95,678,0,100,71
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-22 16:00:00,87,2194,0.03965360072926162,1,80,67,20,96,60
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-23 16:00:00,367,3807,0.096401365904912,0,81,313,54,94,59
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-24 16:00:00,164,954,0.1719077568134172,0,84,144,20,92,63
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-25 16:00:00,314,1321,0.2376987130961393,1,97,269,45,108,75
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-26 16:00:00,137,872,0.15711009174311927,1,118,82,55,16,72
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-27 16:00:00,377,4232,0.08908317580340265,0,98,348,29,18,67
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-28 16:00:00,3841,8631,0.44502375159309465,0,107,3793,48,20,68
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-29 16:00:00,255,1773,0.14382402707275804,0,113,240,15,22,69
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-30 16:00:00,807,3091,0.261080556454222,1,86,800,7,28,66
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-10-31 16:00:00,45,789,0.05703422053231939,1,105,24,21,37,76
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-01 16:00:00,659,2377,0.2772402187631468,0,108,650,9,23,69
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-02 16:00:00,481,4240,0.1134433962264151,1,99,403,78,26,73
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-03 16:00:00,221,1361,0.1623806024981631,0,114,154,67,38,87
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-04 16:00:00,221,1059,0.20868744098205852,0,105,137,84,32,82
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-05 16:00:00,815,4877,0.1671109288497027,2,106,729,86,52,86
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-06 16:00:00,1058,8063,0.13121666873372195,0,96,1022,36,27,78
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-07 16:00:00,257,1564,0.1643222506393862,1,117,229,28,36,95
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-08 16:00:00,189,1139,0.16593503072870938,1,114,136,53,30,88
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-09 16:00:00,568,2698,0.21052631578947367,1,122,553,15,37,86
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-10 16:00:00,1466,6506,0.2253304641869044,1,134,1426,40,42,105
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-11 16:00:00,197,2139,0.09209911173445537,1,121,186,11,41,84
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-12 16:00:00,1494,3354,0.44543828264758495,0,94,1416,78,27,75
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-13 16:00:00,1303,0,0.0,0,87,1303,0,0,69
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-14 16:00:00,106,1080,0.09814814814814816,0,101,106,0,115,80
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-15 16:00:00,444,1925,0.23064935064935066,1,127,444,0,48,96
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-16 16:00:00,3185,15653,0.2034753721331374,0,123,3122,63,160,99
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-17 16:00:00,453,2963,0.15288558893013834,1,115,438,15,155,87
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-18 16:00:00,114,950,0.12,0,128,102,12,69,105
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-19 16:00:00,162,1138,0.14235500878734622,1,102,130,32,66,85
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-20 16:00:00,443,2582,0.1715724244771495,2,108,380,63,73,87
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-21 16:00:00,385,1403,0.2744119743406985,2,140,385,0,66,114
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-22 16:00:00,1406,6478,0.21704229700524852,0,142,1406,0,47,107
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-23 16:00:00,4044,24564,0.16463116756228627,0,143,4044,0,41,111
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-24 16:00:00,414,3273,0.12648945921173235,0,135,414,0,164,111
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-25 16:00:00,1027,4433,0.2316715542521994,0,136,1027,0,172,105
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-26 16:00:00,1351,5288,0.2554841149773071,0,124,1351,0,146,98
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-27 16:00:00,376,4503,0.08349988896291362,1,105,374,2,115,83
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-28 16:00:00,349,2535,0.13767258382642994,0,144,349,0,153,107
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-29 16:00:00,3170,8731,0.3630741037681823,0,175,3170,0,188,125
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-11-30 16:00:00,989,1536,0.6438802083333334,0,146,989,0,40,113
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-01 16:00:00,577,1697,0.3400117855038303,0,145,577,0,42,111
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-02 16:00:00,4949,13942,0.35497059245445417,0,129,4949,0,16,99
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-03 16:00:00,151,1506,0.100265604249668,1,124,123,28,21,101
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-04 16:00:00,207,1490,0.1389261744966443,0,91,198,9,19,77
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-05 16:00:00,1725,5920,0.29138513513513514,0,124,1725,0,25,101
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-06 16:00:00,847,6682,0.12675845555222987,0,144,844,3,12,121
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-07 16:00:00,181,1917,0.09441836202399582,0,153,181,0,18,127
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-08 16:00:00,740,4450,0.1662921348314607,0,147,740,0,22,115
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-09 16:00:00,179,1480,0.12094594594594595,0,145,179,0,20,115
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-10 16:00:00,786,2239,0.35104957570343903,0,120,786,0,7,95
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-11 16:00:00,1392,5960,0.23355704697986576,0,101,1392,0,12,80
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-12 16:00:00,445,2677,0.16623085543518865,2,121,445,0,21,94
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-13 16:00:00,2973,11884,0.2501682935038708,2,151,2973,0,17,114
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-14 16:00:00,1135,3874,0.2929788332472896,0,147,1135,0,18,116
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-15 16:00:00,477,2578,0.18502715283165244,0,113,477,0,18,88
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-16 16:00:00,221,902,0.2450110864745011,1,118,221,0,16,90
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-17 16:00:00,1185,3716,0.3188912809472551,0,127,1185,0,16,96
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-18 16:00:00,250,1464,0.17076502732240434,0,92,250,0,14,69
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-19 16:00:00,1257,8106,0.15507031828275353,1,118,1257,0,19,93
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-20 16:00:00,1114,6578,0.1693523867436911,1,119,1114,0,19,90
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-21 16:00:00,477,2378,0.20058873002523128,2,99,477,0,20,86
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-22 16:00:00,956,4523,0.21136413884589875,2,119,956,0,21,96
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-23 16:00:00,3387,4786,0.7076890931884664,0,114,3387,0,19,93
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-24 16:00:00,2102,3615,0.5814661134163209,1,85,2102,0,23,75
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-25 16:00:00,756,2875,0.2629565217391304,0,74,756,0,13,56
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-26 16:00:00,620,2833,0.21884927638545712,1,103,615,5,17,83
【年货专享】豆乳威化饼干128g袋装网红威化休闲零食夹心茶点|A2|,2021-12-27 16:00:00,829,3705,0.22375168690958164,0,118,829,0,17,94
