商品id,时间,总销量,浏览量,抖音转化率,视频个数,直播个数,直播销量,视频销量,视频达人,直播达人
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-19 16:00:00,1140,0,0.0,15,903,409,731,0,581
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-20 16:00:00,1898,0,0.0,19,884,307,1591,0,548
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-21 16:00:00,1144,0,0.0,16,865,468,676,0,524
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-22 16:00:00,1030,0,0.0,16,924,351,679,0,598
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-23 16:00:00,721,0,0.0,20,850,257,464,0,557
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-24 16:00:00,781,0,0.0,13,870,324,457,0,575
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-25 16:00:00,771,0,0.0,25,896,316,455,0,565
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-26 16:00:00,670,0,0.0,17,877,244,426,0,567
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-27 16:00:00,850,0,0.0,15,830,366,484,0,529
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-28 16:00:00,616,0,0.0,9,727,285,331,0,490
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-29 16:00:00,609,0,0.0,14,806,218,391,0,526
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-30 16:00:00,595,0,0.0,10,790,348,247,0,545
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-08-31 16:00:00,206,0,0.0,13,853,206,0,0,541
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-01 16:00:00,203,0,0.0,7,879,203,0,0,557
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-02 16:00:00,223,0,0.0,7,822,223,0,0,529
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-03 16:00:00,191,0,0.0,7,753,191,0,0,479
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-04 16:00:00,203,0,0.0,6,737,203,0,0,465
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-05 16:00:00,266,0,0.0,6,782,266,0,0,502
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-06 16:00:00,157,0,0.0,8,773,157,0,0,529
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-07 16:00:00,203,0,0.0,5,760,203,0,0,500
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-08 16:00:00,179,0,0.0,5,784,179,0,0,486
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-09 16:00:00,313,0,0.0,6,761,313,0,0,486
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-10 16:00:00,229,0,0.0,7,666,229,0,0,461
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-11 16:00:00,259,0,0.0,3,576,259,0,0,392
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-12 16:00:00,315,0,0.0,6,636,315,0,0,449
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-13 16:00:00,404,0,0.0,10,664,150,254,0,468
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-14 16:00:00,607,0,0.0,11,669,454,153,0,472
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-15 16:00:00,794,0,0.0,10,656,517,277,0,484
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-16 16:00:00,629,0,0.0,11,673,425,204,0,466
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-17 16:00:00,393,5674,0.06926330630948185,4,624,175,218,199,443
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-18 16:00:00,1105,0,0.0,7,551,702,403,0,393
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-19 16:00:00,804,0,0.0,6,515,562,242,0,366
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-20 16:00:00,414,5101,0.08116055675357774,8,414,137,277,580,302
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-21 16:00:00,552,7112,0.07761529808773904,6,643,409,143,814,432
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-22 16:00:00,520,0,0.0,5,602,303,217,0,421
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-23 16:00:00,441,4444,0.09923492349234923,8,615,231,210,961,441
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-24 16:00:00,425,0,0.0,10,570,198,227,0,415
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-25 16:00:00,483,5321,0.09077241120090207,10,607,277,206,931,433
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-26 16:00:00,190,5800,0.032758620689655175,16,564,152,38,865,403
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-27 16:00:00,493,4755,0.10368033648790746,5,626,150,343,896,437
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-28 16:00:00,159,3270,0.048623853211009184,10,575,113,46,894,413
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-29 16:00:00,287,2671,0.10745039311119432,10,572,94,193,814,386
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-09-30 16:00:00,428,4074,0.10505645557191948,12,420,130,298,603,281
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-01 16:00:00,412,3797,0.10850671582828547,5,462,151,261,584,286
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-02 16:00:00,344,3937,0.0873761747523495,6,428,82,262,603,308
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-03 16:00:00,386,0,0.0,11,419,108,278,0,305
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-04 16:00:00,908,8772,0.10351117191062473,9,430,729,179,677,321
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-05 16:00:00,308,6461,0.047670639219935,12,473,160,148,712,353
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-06 16:00:00,228,4904,0.0464926590538336,16,515,120,108,684,361
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-07 16:00:00,204,4265,0.04783118405627198,13,541,124,80,760,394
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-08 16:00:00,606,5603,0.10815634481527753,15,557,218,388,768,407
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-09 16:00:00,596,5882,0.10132607956477388,4,524,276,320,715,377
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-10 16:00:00,395,4137,0.09547981629199903,13,574,115,280,799,416
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-11 16:00:00,483,4718,0.10237388724035608,13,574,115,368,749,416
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-12 16:00:00,704,6429,0.10950381085705398,8,561,222,482,766,405
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-13 16:00:00,580,5080,0.1141732283464567,17,646,154,426,766,425
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-14 16:00:00,538,5188,0.10370084811102544,18,549,143,395,714,408
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-15 16:00:00,485,4607,0.10527458215758627,9,500,122,363,676,371
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-16 16:00:00,474,4505,0.10521642619311876,12,452,127,347,658,346
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-17 16:00:00,533,4130,0.12905569007263926,22,520,211,322,784,401
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-18 16:00:00,471,4140,0.113768115942029,16,600,120,351,802,445
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-19 16:00:00,610,5440,0.11213235294117647,24,631,244,366,831,461
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-20 16:00:00,549,4282,0.128211116300794,17,627,172,377,917,449
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-21 16:00:00,633,6706,0.09439308082314346,14,661,237,396,968,466
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-22 16:00:00,673,7283,0.092406975147604,10,609,265,408,771,445
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-23 16:00:00,1041,10365,0.10043415340086832,21,507,454,587,797,383
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-24 16:00:00,861,8895,0.09679595278246206,5,672,378,483,936,480
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-25 16:00:00,521,8694,0.05992638601334253,13,682,275,246,886,476
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-26 16:00:00,741,8850,0.08372881355932202,15,702,361,380,943,507
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-27 16:00:00,1217,11969,0.101679338290584,25,778,562,655,418,546
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-28 16:00:00,750,5428,0.13817243920412675,18,691,229,521,344,515
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-29 16:00:00,745,6292,0.1184043229497775,15,750,248,497,261,526
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-30 16:00:00,648,4696,0.13798977853492336,12,742,178,470,256,521
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-10-31 16:00:00,947,5802,0.16321957945536025,14,783,348,599,323,542
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-01 16:00:00,801,6910,0.11591895803183792,7,809,312,489,227,569
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-02 16:00:00,673,6560,0.10259146341463414,13,785,301,372,294,553
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-03 16:00:00,933,6640,0.14051204819277108,11,813,287,646,321,577
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-04 16:00:00,735,4417,0.1664025356576862,11,822,189,546,296,571
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-05 16:00:00,844,6717,0.12565133244007742,13,805,328,516,338,563
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-06 16:00:00,2960,13164,0.22485566697052567,9,786,141,2819,294,520
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-07 16:00:00,1124,7385,0.15220040622884226,9,825,237,887,259,578
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-08 16:00:00,847,5838,0.14508393285371698,7,735,121,726,217,532
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-09 16:00:00,653,5509,0.1185333091305137,13,713,246,407,234,510
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-10 16:00:00,1184,6036,0.19615639496355206,15,741,184,1000,237,535
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-11 16:00:00,737,4223,0.17452048306890836,16,720,98,639,243,522
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-12 16:00:00,744,5289,0.1406693136698809,20,700,218,526,306,506
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-13 16:00:00,767,4997,0.1534920952571543,12,636,232,535,313,450
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-14 16:00:00,746,3985,0.18720200752823088,13,703,119,627,298,523
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-15 16:00:00,640,3684,0.1737242128121607,7,740,172,468,286,528
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-16 16:00:00,547,3567,0.15335015419119707,9,721,119,428,290,516
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-17 16:00:00,673,3534,0.19043576683644595,8,766,114,559,346,547
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-18 16:00:00,580,5539,0.10471204188481677,11,723,105,475,1007,533
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-19 16:00:00,489,6198,0.07889641819941917,14,691,108,381,1015,512
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-20 16:00:00,912,8768,0.10401459854014597,15,685,117,795,922,508
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-21 16:00:00,874,6515,0.13415195702225632,14,743,467,407,1027,545
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-22 16:00:00,598,3501,0.17080834047415025,8,769,598,0,426,562
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-23 16:00:00,937,5337,0.1755667978264943,11,821,937,0,1155,581
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-24 16:00:00,1158,6066,0.19090009891196835,11,855,1158,0,1147,588
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-25 16:00:00,773,6117,0.126369135196992,4,842,773,0,1136,594
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-26 16:00:00,1233,10217,0.12068121757854555,8,896,1233,0,992,590
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-27 16:00:00,886,9395,0.09430548163916977,8,760,886,0,882,532
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-28 16:00:00,1227,7492,0.16377469300587294,6,808,1227,0,1079,595
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-29 16:00:00,2078,6313,0.3291620465705687,6,919,2078,0,405,656
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-11-30 16:00:00,1036,7637,0.13565536205316225,4,891,1036,0,1225,650
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-01 16:00:00,988,7489,0.1319268260114835,5,863,988,0,1163,628
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-02 16:00:00,1041,8307,0.12531599855543518,10,839,1041,0,1164,618
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-03 16:00:00,1182,6331,0.18670036329173906,9,894,1182,0,568,609
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-04 16:00:00,1657,12854,0.12890928893729578,8,857,1657,0,1285,583
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-05 16:00:00,1775,9263,0.19162258447587172,3,1052,1775,0,737,717
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-06 16:00:00,1408,6952,0.20253164556962025,1,1092,1408,0,707,771
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-07 16:00:00,1779,8436,0.2108819345661451,5,1047,1779,0,441,740
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-08 16:00:00,1564,8279,0.188911704312115,4,992,1564,0,414,728
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-09 16:00:00,1106,5563,0.19881358978968186,2,948,1106,0,390,681
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-10 16:00:00,985,6566,0.15001522997258604,4,935,985,0,381,684
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-11 16:00:00,1449,7423,0.19520409537922676,5,845,1449,0,310,620
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-12 16:00:00,2214,7455,0.29698189134808856,2,861,2214,0,333,650
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-13 16:00:00,1161,6228,0.18641618497109827,10,878,1161,0,328,660
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-14 16:00:00,1077,5807,0.18546581711727225,8,876,1077,0,306,656
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-15 16:00:00,1642,6889,0.23835099433880103,8,887,1642,0,340,654
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-16 16:00:00,1387,6345,0.2185973207249803,9,845,1387,0,298,623
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-17 16:00:00,1030,7182,0.14341409078251185,16,817,1030,0,326,598
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-18 16:00:00,815,6453,0.12629784596311794,5,694,815,0,306,530
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-19 16:00:00,763,5297,0.1440437983764395,28,777,665,98,349,595
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-20 16:00:00,612,3658,0.16730453799890652,24,773,612,0,343,584
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-21 16:00:00,478,3732,0.12808145766345122,14,778,478,0,320,589
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-22 16:00:00,800,5566,0.1437297879985627,34,841,800,0,350,640
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-23 16:00:00,789,5975,0.13205020920502092,27,808,789,0,306,622
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-24 16:00:00,611,5651,0.10812245620244204,27,767,611,0,283,574
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-25 16:00:00,764,7228,0.10570005534034313,34,655,764,0,349,457
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-26 16:00:00,657,5234,0.12552541077569734,26,833,657,0,333,634
【年货专享】有零有食冻干草莓38g健康即食脆休闲零食草莓脆|F1|,2021-12-27 16:00:00,695,4689,0.14821923651098315,24,856,695,0,378,646
