商品id,时间,总销量,浏览量,抖音转化率,视频个数,直播个数,直播销量,视频销量,视频达人,直播达人
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-07-25 16:00:00,298,0,0.0,2,70,298,0,0,48
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-07-26 16:00:00,294,0,0.0,0,79,273,21,0,52
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-07-27 16:00:00,314,0,0.0,1,72,314,0,0,44
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-07-28 16:00:00,861,0,0.0,1,75,861,0,0,47
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-07-29 16:00:00,461,0,0.0,0,48,461,0,0,40
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-07-30 16:00:00,193,0,0.0,0,59,193,0,0,35
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-07-31 16:00:00,482,0,0.0,1,60,482,0,0,38
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-01 16:00:00,471,7180,0.06559888579387188,0,72,471,0,10,48
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-02 16:00:00,383,0,0.0,1,74,383,0,0,55
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-03 16:00:00,459,0,0.0,1,80,459,0,0,52
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-04 16:00:00,759,0,0.0,0,59,759,0,0,45
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-05 16:00:00,222,0,0.0,0,76,222,0,0,51
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-06 16:00:00,294,0,0.0,0,69,294,0,0,44
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-07 16:00:00,243,0,0.0,0,60,243,0,0,39
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-08 16:00:00,338,0,0.0,0,70,338,0,0,52
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-09 16:00:00,239,0,0.0,0,68,197,42,0,44
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-10 16:00:00,167,0,0.0,0,60,157,10,0,44
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-11 16:00:00,932,0,0.0,0,74,932,0,0,49
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-12 16:00:00,232,0,0.0,1,64,232,0,0,42
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-13 16:00:00,247,931,0.2653061224489796,0,57,247,0,9,38
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-14 16:00:00,555,0,0.0,2,59,540,15,0,38
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-15 16:00:00,393,0,0.0,0,64,393,0,0,42
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-16 16:00:00,230,0,0.0,1,72,190,40,0,47
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-17 16:00:00,1168,0,0.0,3,86,1168,0,0,54
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-18 16:00:00,261,0,0.0,0,63,197,64,0,48
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-19 16:00:00,419,0,0.0,1,67,338,81,0,47
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-20 16:00:00,325,0,0.0,2,57,184,141,0,41
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-21 16:00:00,254,0,0.0,1,49,195,59,0,36
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-22 16:00:00,921,0,0.0,4,55,638,283,0,41
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-23 16:00:00,717,0,0.0,1,72,717,0,0,43
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-24 16:00:00,682,24438,0.027907357394222114,1,67,642,40,16,51
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-25 16:00:00,670,0,0.0,0,68,670,0,0,49
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-26 16:00:00,539,0,0.0,2,79,454,85,0,53
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-27 16:00:00,480,9155,0.05243036592026215,1,78,409,71,21,56
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-28 16:00:00,276,0,0.0,2,71,193,83,0,48
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-29 16:00:00,192,0,0.0,1,79,116,76,0,51
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-30 16:00:00,157,0,0.0,1,76,127,30,0,55
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-08-31 16:00:00,830,0,0.0,1,89,830,0,0,62
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-01 16:00:00,112,0,0.0,1,83,112,0,0,54
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-02 16:00:00,950,0,0.0,1,82,950,0,0,54
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-03 16:00:00,662,0,0.0,0,74,662,0,0,53
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-04 16:00:00,407,0,0.0,0,84,407,0,0,56
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-05 16:00:00,318,0,0.0,0,87,318,0,0,59
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-06 16:00:00,184,0,0.0,0,93,184,0,0,56
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-07 16:00:00,173,3332,0.05192076830732293,0,78,171,2,28,50
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-08 16:00:00,206,0,0.0,0,84,206,0,0,55
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-09 16:00:00,246,0,0.0,0,82,246,0,0,59
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-10 16:00:00,238,0,0.0,0,81,238,0,0,56
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-11 16:00:00,457,12224,0.03738547120418848,1,81,457,0,26,57
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-12 16:00:00,173,2785,0.06211849192100539,1,70,108,65,20,45
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-13 16:00:00,373,0,0.0,4,90,313,60,0,59
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-14 16:00:00,285,0,0.0,0,79,285,0,0,51
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-15 16:00:00,144,3324,0.04332129963898917,1,62,108,36,27,47
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-16 16:00:00,324,0,0.0,0,78,324,0,0,53
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-17 16:00:00,205,3169,0.06468917639633955,0,73,205,0,25,51
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-18 16:00:00,285,0,0.0,1,76,283,2,0,49
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-19 16:00:00,299,2646,0.11300075585789872,1,77,286,13,21,52
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-20 16:00:00,148,2603,0.05685747214752209,0,64,116,32,16,44
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-21 16:00:00,209,1595,0.1310344827586207,2,79,197,12,14,55
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-22 16:00:00,598,2558,0.2337763878029711,0,89,598,0,27,59
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-23 16:00:00,284,3234,0.0878169449598021,3,81,163,121,25,58
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-24 16:00:00,230,4138,0.055582406959884,1,79,155,75,17,61
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-25 16:00:00,266,2917,0.0911895783339047,1,72,196,70,21,54
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-26 16:00:00,159,2319,0.0685640362225097,2,71,117,42,19,50
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-27 16:00:00,397,5636,0.07044002838892832,2,86,384,13,29,58
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-28 16:00:00,212,2395,0.08851774530271399,2,88,184,28,29,53
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-29 16:00:00,238,2514,0.09466984884645982,3,84,119,119,41,57
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-09-30 16:00:00,210,2200,0.09545454545454546,3,70,210,0,22,47
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-01 16:00:00,316,2684,0.11773472429210136,2,66,273,43,21,44
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-02 16:00:00,465,4588,0.10135135135135136,2,70,465,0,20,50
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-03 16:00:00,281,4308,0.06522748375116064,3,77,251,30,24,51
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-04 16:00:00,552,4470,0.12348993288590605,0,85,552,0,25,59
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-05 16:00:00,187,3472,0.0538594470046083,2,79,166,21,18,53
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-06 16:00:00,255,2650,0.09622641509433964,1,87,237,18,21,58
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-07 16:00:00,270,3571,0.07560907308877066,0,87,267,3,19,61
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-08 16:00:00,145,1914,0.07575757575757576,4,94,104,41,25,64
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-09 16:00:00,296,2925,0.1011965811965812,2,78,293,3,21,54
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-10 16:00:00,249,3821,0.065166186862078,2,96,212,37,30,64
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-11 16:00:00,160,3973,0.04027183488547697,4,90,134,26,36,63
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-12 16:00:00,341,3730,0.09142091152815013,2,89,317,24,22,65
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-13 16:00:00,171,3275,0.05221374045801527,0,89,151,20,23,63
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-14 16:00:00,451,6214,0.07257804956549728,0,96,451,0,16,69
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-15 16:00:00,320,3778,0.08470089994706194,3,75,320,0,22,56
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-16 16:00:00,229,2192,0.10447080291970803,4,69,175,54,24,52
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-17 16:00:00,241,4435,0.05434047350620068,2,85,231,10,23,62
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-18 16:00:00,201,0,0.0,0,98,183,18,0,63
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-19 16:00:00,425,0,0.0,1,102,425,0,0,72
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-20 16:00:00,170,0,0.0,1,90,62,108,0,66
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-21 16:00:00,204,0,0.0,0,88,176,28,0,66
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-22 16:00:00,88,0,0.0,1,77,84,4,0,58
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-23 16:00:00,100,0,0.0,0,82,63,37,0,63
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-24 16:00:00,93,0,0.0,1,96,88,5,0,74
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-25 16:00:00,108,0,0.0,1,89,103,5,0,70
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-26 16:00:00,343,3989,0.08598646277262471,1,88,328,15,23,67
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-27 16:00:00,110,2753,0.03995641118779513,0,77,106,4,17,61
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-28 16:00:00,199,4012,0.0496011964107677,1,88,192,7,17,67
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-29 16:00:00,290,8319,0.034859959129703084,0,80,217,73,23,60
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-30 16:00:00,184,4641,0.039646627881922004,0,70,151,33,15,59
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-10-31 16:00:00,142,4681,0.03033539841914121,1,91,96,46,25,68
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-01 16:00:00,437,5614,0.07784111150694692,3,89,393,44,24,65
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-02 16:00:00,193,4848,0.03981023102310231,1,107,149,44,28,77
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-03 16:00:00,80,2662,0.030052592036063114,1,93,53,27,36,68
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-04 16:00:00,107,2218,0.04824165915238954,1,100,76,31,28,69
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-05 16:00:00,252,5759,0.04375759680500087,0,101,231,21,34,73
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-06 16:00:00,151,6697,0.02254740928774078,0,105,128,23,28,71
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-07 16:00:00,203,16756,0.012115063260921459,4,116,170,33,35,88
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-08 16:00:00,349,0,0.0,3,89,189,160,0,71
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-09 16:00:00,187,4383,0.042664841432808576,2,116,85,102,35,83
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-10 16:00:00,176,3133,0.056176188956271945,1,112,111,65,35,85
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-11 16:00:00,156,8712,0.01790633608815427,4,93,156,0,30,74
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-12 16:00:00,594,10456,0.056809487375669473,7,107,594,0,31,72
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-13 16:00:00,36,2899,0.012418075198344257,3,107,36,0,34,73
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-14 16:00:00,163,5257,0.031006277344493058,1,121,163,0,35,83
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-15 16:00:00,227,0,0.0,2,107,193,34,0,84
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-16 16:00:00,152,3692,0.04117009750812568,5,130,87,65,133,84
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-17 16:00:00,251,3149,0.07970784375992379,0,127,141,110,44,87
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-18 16:00:00,132,3847,0.03431245126072264,2,110,75,57,57,78
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-19 16:00:00,203,3098,0.06552614590058102,3,106,143,60,79,82
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-20 16:00:00,130,4031,0.03225006201935004,6,130,64,66,84,96
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-21 16:00:00,716,25429,0.028156828817491836,1,129,716,0,65,97
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-22 16:00:00,997,11152,0.08940100430416069,2,119,997,0,58,91
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-23 16:00:00,1138,11933,0.09536579234056818,3,149,1138,0,72,109
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-24 16:00:00,1021,6976,0.14635894495412846,2,141,1021,0,74,105
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-25 16:00:00,556,6720,0.08273809523809524,0,134,556,0,50,98
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-26 16:00:00,337,2519,0.13378324732036526,1,122,335,2,47,81
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-27 16:00:00,430,3911,0.109946305292764,0,119,430,0,58,83
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-28 16:00:00,362,4473,0.08093002459199643,0,138,362,0,54,97
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-29 16:00:00,435,6001,0.07248791868021996,1,132,435,0,55,92
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-11-30 16:00:00,853,3818,0.22341540073336827,1,136,853,0,51,93
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-01 16:00:00,788,10709,0.07358296759734803,2,133,788,0,153,94
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-02 16:00:00,390,5378,0.07251766455931573,4,132,390,0,42,90
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-03 16:00:00,407,5053,0.08054621017217495,4,139,407,0,58,84
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-04 16:00:00,901,7713,0.1168157655905614,1,140,901,0,50,85
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-05 16:00:00,635,8313,0.07638638277396849,2,132,635,0,130,92
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-06 16:00:00,335,4096,0.081787109375,1,141,335,0,43,93
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-07 16:00:00,395,5746,0.06874347372084927,3,148,395,0,50,100
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-08 16:00:00,488,3825,0.12758169934640526,6,144,426,62,66,97
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-09 16:00:00,993,18420,0.053908794788273616,3,148,993,0,67,108
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-10 16:00:00,313,2556,0.1224569640062598,6,124,291,22,80,94
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-11 16:00:00,468,4869,0.09611829944547133,4,139,464,4,72,105
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-12 16:00:00,562,5874,0.09567585972080354,5,129,562,0,87,93
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-13 16:00:00,905,11391,0.07944868756035467,5,172,905,0,84,122
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-14 16:00:00,753,9344,0.08058647260273973,7,148,753,0,113,111
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-15 16:00:00,759,8803,0.08622060661138248,16,160,759,0,154,119
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-16 16:00:00,959,12996,0.07379193598030162,18,157,959,0,158,113
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-17 16:00:00,716,7098,0.10087348548887012,11,168,716,0,248,112
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-18 16:00:00,1626,11507,0.14130529243069434,15,165,1581,45,238,120
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-19 16:00:00,1546,14092,0.10970763553789384,19,226,1284,262,261,145
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-20 16:00:00,774,7161,0.1080854629241726,23,224,774,0,287,162
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-21 16:00:00,680,5335,0.1274601686972821,25,258,680,0,310,177
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-22 16:00:00,941,9032,0.10418511957484501,29,255,941,0,307,182
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-23 16:00:00,846,5698,0.14847314847314844,28,269,846,0,209,194
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-24 16:00:00,1307,15393,0.08490872474501397,28,249,1270,37,303,175
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-25 16:00:00,1036,6912,0.14988425925925927,25,262,1036,0,290,187
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-26 16:00:00,1260,10795,0.11672070402964335,26,283,1115,145,321,211
【年货专享】有零有食冻干榴莲干58g×3袋健康零食榴莲脆|G3|,2021-12-27 16:00:00,992,9466,0.10479611240228186,32,296,992,0,352,223
